EAR,MAR,PITCH,YAW,ROLL,D_SLUMP,R_TILT,EYE_CL,FACIAL_DISPLAYED,POSE_DISPLAYED,LABEL,Image_Path
0.3546,0.2941,77.246,-1.4805,-0.7728,0.9315,-0.8681,0.0777,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\77_jpg.rf.d560a64019d0cd2228fd2bdf5b643b0e.jpg
0.314,0.2635,17.0815,5.4633,10.6537,1.1747,0.3649,0.0574,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\78_jpg.rf.05b6ab42693f88c95d369746430f001f.jpg
0.3327,0.2975,69.6606,9.5633,0.9892,1.16,0.5787,0.0632,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\79_jpg.rf.0d8e393971c8d529bff50de2759cb637.jpg
0.2409,0.309,54.9928,3.2453,-2.415,1.0783,1.8476,0.0443,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\82_jpg.rf.a6bb7ea5227fced7bf4af25929ceaea3.jpg
0.3739,0.1812,-2.3618,12.644,-2.1487,1.1681,-1.6847,0.0705,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\84_jpg.rf.19e5331db885fe5337db688446f66229.jpg
0.295,0.3425,129.119,1.3351,-0.5345,1.0565,3.4239,0.0569,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\87_jpg.rf.e138547a38df824026e7ba6daaa77896.jpg
0.2742,0.32,47.2404,17.6861,10.074,1.1381,-1.5343,0.0544,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\88_jpg.rf.76c8fd573021b732546bf947bc473b78.jpg
0.3058,0.3383,14.6658,-3.4116,-15.7939,0.7599,-6.7098,0.0554,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\89_jpg.rf.0795a5e24073541499048602fb93f39d.jpg
0.3326,0.2454,48.5659,17.8527,4.6285,0.9703,3.9116,0.0666,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\92_jpg.rf.cd4c5e504cd6e05f2d6fb416210c356b.jpg
0.2823,0.4738,30.9429,-10.9523,-2.5486,1.0648,1.776,0.056,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\96_jpg.rf.4805bbc744e74aff08512cb3d0ecd76d.jpg
0.2468,0.3138,33.5641,4.4097,-0.7941,1.0859,1.1088,0.0456,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\98_jpg.rf.34aad3a7e4d926a8747f17e17783a666.jpg
0.3534,0.369,51.4769,-1.5103,-2.4137,0.9784,2.6507,0.0727,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\99_jpg.rf.86f6b4b70c3bda9f0250c20bec23d3b6.jpg
0.3297,0.4168,85.0262,0.8016,-1.3533,0.7735,1.7534,0.0649,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_002_jpg.rf.399cffb14b5fac0ab739793727f77933.jpg
0.3211,0.3582,87.9809,0.7036,-2.2422,0.7907,2.3137,0.0649,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_003_jpg.rf.eb0f8a88f1c3146270bfdf7494bdc56e.jpg
0.3263,0.3615,103.2216,1.107,-1.438,0.7741,2.8341,0.0644,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_004_jpg.rf.86cbdea3becc9200b0facfb62f06f52f.jpg
0.3334,0.3398,95.1095,1.2919,-1.6795,0.7569,2.8341,0.0647,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_005_jpg.rf.8ac811a996455c0fb74d6b1633cb2bda.jpg
0.3269,0.3227,95.274,-0.5551,-1.9575,0.7903,1.1458,0.0641,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_006_jpg.rf.307c3d25d6648bcb9338d72e8dbe0c55.jpg
0.3395,0.3364,92.8459,2.8883,-1.8516,0.7796,2.2906,0.0671,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_007_jpg.rf.717fb480abbc46de9d468c9ca68f6cc4.jpg
0.3352,0.3384,110.5946,1.604,-1.5395,0.7719,2.8624,0.0669,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_008_jpg.rf.35262d7629645aee4b3efeb16d395c3e.jpg
0.321,0.3439,91.7859,2.5047,-0.9552,0.7975,2.9207,0.0637,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_009_jpg.rf.abbc175fc48ef97d1991d787a7b17ed1.jpg
0.3329,0.3747,88.7663,3.1754,-1.1347,0.792,2.224,0.0672,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_011_jpg.rf.a4cfca93e61c42c9c026d8286caf5cdd.jpg
0.3378,0.3777,77.9317,2.5526,-1.2415,0.7769,2.8064,0.0682,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_012_jpg.rf.cf01dda1f8f5f47fef090232b750b6c3.jpg
0.3227,0.4039,97.9493,1.8602,-0.6007,0.7934,2.3373,0.0645,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_013_jpg.rf.9161cf130eab9df0c63856ecec43b704.jpg
0.3008,0.376,93.0739,1.097,-1.2903,0.7907,2.8913,0.0597,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_015_jpg.rf.74ec6e8e37c51846a7bf79579069efd3.jpg
0.2786,0.3583,76.1346,-5.093,-0.5728,0.7116,3.4682,0.0541,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_020_jpg.rf.ef3ca45f2a6e7393a5462aad95d15f34.jpg
0.2607,0.4145,73.0394,-12.9506,-1.7988,0.7749,3.4336,0.0497,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_021_jpg.rf.27fdcecd76d197d76a113508a558ca7e.jpg
0.3058,0.4093,72.9845,-33.2418,0.7854,0.7024,5.0425,0.0539,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_024_jpg.rf.c27e921d7d117bb6a5a08faabcae96f1.jpg
0.3059,0.4154,83.0181,-31.3161,1.3357,0.7243,3.3997,0.0546,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_025_jpg.rf.00e6afc8374ce7e271851904218316d8.jpg
0.3503,0.4104,68.3345,-37.5439,1.1502,0.7173,2.2457,0.061,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_026_jpg.rf.c262973a9401d5d22ba6cdccf2f32025.jpg
0.3225,0.5368,88.6638,-33.2243,2.6349,0.6689,4.5288,0.0562,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_029_jpg.rf.4c727bca7f8c8d1948ca310aa266201b.jpg
0.3514,0.47,72.936,-39.762,0.3248,0.6992,2.224,0.0622,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_030_jpg.rf.86fa49528f5358ca71c3821ea2703f4c.jpg
0.3651,0.4085,70.827,-38.5938,1.0963,0.7099,3.3997,0.0639,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_031_jpg.rf.8cb11d97e8d7c42939793b20a0f7128c.jpg
0.3121,0.4351,81.3653,-31.3435,1.5822,0.7051,2.8341,0.0592,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_033_jpg.rf.b47d3be8b8ee3a795e417f325458e5c8.jpg
0.3233,0.4188,87.6056,-27.3044,2.0463,0.6973,4.5288,0.0599,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_036_jpg.rf.01384d7d875725f2c1b20a5e161e19b4.jpg
0.3174,0.5043,77.6447,-30.9604,1.5715,0.6768,4.3987,0.0595,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_037_jpg.rf.f8ad438163d53df961852146f06d4c8b.jpg
0.3387,0.4425,80.7095,-30.2951,1.2172,0.659,4.946,0.0648,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_038_jpg.rf.0e25cd9518c9a7c1fe433dc752bd9431.jpg
0.3324,0.4204,79.401,-26.8851,2.3251,0.6837,2.7792,0.0633,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_039_jpg.rf.7ced6208b2557b160ff757a34b871eb3.jpg
0.3195,0.3651,73.5061,-25.3165,1.3847,0.6712,4.5739,0.0603,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_040_jpg.rf.cafd3c56cb5990c7801a0d611c5bfecb.jpg
0.3564,0.3653,75.4442,-24.5584,2.1964,0.7218,3.3665,0.0677,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_041_jpg.rf.0498723ce243a74743d602b6271dcfee.jpg
0.3456,0.4529,90.3891,-23.9108,1.7007,0.7474,3.3665,0.0646,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_042_jpg.rf.7b1745cbd3fc28adaf9ba7619f517d6b.jpg
0.3272,0.4054,87.2493,-23.0461,1.7976,0.7109,2.7525,0.0618,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_043_jpg.rf.ade46b60c376c23ca9764ddf9127295a.jpg
0.2372,0.3983,72.3785,-18.2611,-0.4566,0.6897,1.6847,0.0461,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_047_jpg.rf.9a38c0425d8dc046850bc6861ba83a25.jpg
0.245,0.3313,91.7376,-10.6772,-1.055,0.7573,2.2457,0.0482,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_048_jpg.rf.1398164633a7324ed03a3f4bd5294471.jpg
0.2822,0.3909,95.8242,-6.0923,-1.128,0.6926,3.3339,0.0565,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_049_jpg.rf.9243a9eae2ef356d0636048ce19dd16c.jpg
0.2989,0.3767,96.0079,-0.3451,-1.2659,0.7364,2.2457,0.0587,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_050_jpg.rf.885f1796e58dd80f8712d98442ad0451.jpg
0.2867,0.3399,109.4091,0.0426,-1.133,0.636,1.7534,0.0555,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_052_jpg.rf.5b808f6ccb2f934bb4ecc5f3dba684d5.jpg
0.3143,0.3473,63.1647,22.3446,-1.642,0.76,-0.5729,0.0603,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_056_jpg.rf.29c99afff29a48b2ab3d866fa06ba23c.jpg
0.3192,0.3765,63.619,25.5655,-2.7549,0.7241,2.3614,0.0608,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_057_jpg.rf.2da9bc0cac9354f705b9611f2550a5bb.jpg
0.2952,0.3369,80.8364,25.9717,-3.1345,0.7735,-1.1458,0.055,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_059_jpg.rf.8982fa2166a023107cc2b29969c0dbd7.jpg
0.3202,0.3375,68.9865,23.5647,-1.7322,0.7561,-1.7534,0.0623,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_062_jpg.rf.878e895b851defd531bb9898205065b3.jpg
0.3062,0.4321,81.8142,-8.4785,0.6747,0.677,3.4682,0.0633,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_112_jpg.rf.238cc1638abbe62f0aa3cd0ce2e6953b.jpg
0.3321,0.3584,88.8977,-19.9121,2.6149,0.6704,3.9259,0.0657,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_114_jpg.rf.0f002081094879d9454ceb95ba637951.jpg
0.3302,0.4166,94.1454,-24.017,2.624,0.7371,5.5453,0.0623,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_115_jpg.rf.35d18924dd91c1f5767af181b125101a.jpg
0.3107,0.363,84.9844,-25.1654,3.3337,0.7109,5.4923,0.0598,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_116_jpg.rf.7661ca76150c0232bafbe7268e47136a.jpg
0.3198,0.3887,84.9544,-23.346,3.0656,0.6817,3.9647,0.0609,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_118_jpg.rf.05b887808cac62fcd37394b7870c87c7.jpg
0.3197,0.4197,82.2223,-23.0267,3.2858,0.7245,4.4846,0.0608,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_119_jpg.rf.2c039670ac4604de727a7ef448cc44f6.jpg
0.3263,0.4381,91.339,-24.9602,3.6624,0.7179,3.9259,0.0624,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_120_jpg.rf.ecd171acd8e8be189ec1c27402b42260.jpg
0.3264,0.5064,98.1338,-20.0827,3.8151,0.7343,1.1233,0.062,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_121_jpg.rf.da57e6078084d0ee37665291a6e11b18.jpg
0.3314,0.4815,95.2912,-15.6623,5.4396,0.6637,5.0921,0.0655,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_122_jpg.rf.4df1445089419d0fde5e139fd6133191.jpg
0.3353,0.3854,96.555,-15.217,3.9903,0.6459,4.6199,0.068,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_124_jpg.rf.4fd401838ee063a1ec6b8c4b8c89407d.jpg
0.3252,0.3694,102.423,-15.7874,3.2618,0.6518,5.1944,0.0633,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_125_jpg.rf.7044835acf08bd2b0f81d663e04479ce.jpg
0.3316,0.4299,90.7615,-16.2774,3.3047,0.6634,4.5288,0.0651,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_126_jpg.rf.1126943f7cbf330819f832184c920466.jpg
0.3095,0.4191,103.4508,-15.6394,2.8167,0.5957,5.7106,0.0598,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_127_jpg.rf.71155c40f7d18f9cb60d4599b055f225.jpg
0.2929,0.3977,105.4105,-11.6634,1.1447,0.6328,4.0445,0.0589,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_129_jpg.rf.ac5e3f83136c9254447b8f7607a73d01.jpg
0.3132,0.3856,108.0583,-11.415,1.1368,0.6795,3.3997,0.0631,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_130_jpg.rf.16f6b3163938c9127c587c32a1982c7b.jpg
0.3058,0.4034,115.0428,-10.2222,0.7799,0.683,4.6199,0.0605,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_131_jpg.rf.5bd4abce6efd206847e296cd42737242.jpg
0.3209,0.3584,87.5782,-9.2056,1.5323,0.7405,3.3665,0.0648,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_132_jpg.rf.4c7f7164f6fa131f1f4bdd30278f6a9d.jpg
0.3124,0.3893,115.1587,-8.9442,1.2398,0.6894,2.2906,0.0637,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_133_jpg.rf.c2f7636624565cadd631980eb614099d.jpg
0.2744,0.3855,99.6293,-10.1924,0.5882,0.7109,4.6199,0.0536,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_135_jpg.rf.3c1e00617057171bc613f95b121d6847.jpg
0.2729,0.3912,111.0819,-11.1708,0.4018,0.6817,4.0042,0.0543,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_138_jpg.rf.1f6cb7bbffb1201b1e533e10107050d0.jpg
0.2884,0.4428,121.3824,-9.4851,0.5222,0.6774,2.8624,0.0575,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_139_jpg.rf.972380c9bc8065aa31677785f841065a.jpg
0.2898,0.3454,113.1579,-9.9727,0.8266,0.6632,4.6199,0.0582,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_141_jpg.rf.40b6d0c73802204536c99bae79ab7200.jpg
0.3157,0.4724,96.3175,-10.4298,0.9942,0.6811,2.8624,0.0651,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_143_jpg.rf.9174c2b59c9a95620f10355a407b7af5.jpg
0.3293,0.3929,96.1287,-9.8539,0.0449,0.7109,3.3665,0.0669,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_144_jpg.rf.e2077ed304e8b60b6c935b41c3fe01d8.jpg
0.3165,0.3644,104.3568,-9.969,0.2517,0.688,3.4336,0.0643,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_145_jpg.rf.51ef6f9a2ea03ae5fa2dcef0ed6af46a.jpg
0.3213,0.3596,113.6745,-8.2026,0.011,0.7049,3.4336,0.0663,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_146_jpg.rf.f2880b9b8b86ad5082f6d681a1d57205.jpg
0.3377,0.3943,106.6529,-7.933,0.2971,0.6853,2.8624,0.0693,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_147_jpg.rf.026429c0de2a0d04b13a15c0e9fbc580.jpg
0.3362,0.3954,104.4299,-3.9986,1.5717,0.7063,2.2906,0.0695,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_148_jpg.rf.cae90fcbb2ab1015b8667b28c85f65db.jpg
0.3226,0.3651,109.0766,-6.722,0.9504,0.7264,1.7184,0.0661,1,1,0,c:\Code\Year_2\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_150_jpg.rf.394f42a7e48e00b0bbbbd03132173b98.jpg
