EAR,MAR,PITCH,YAW,ROLL,D_SLUMP,R_TILT,EYE_CL,FACIAL_DISPLAYED,POSE_DISPLAYED,LABEL,Image_Path
0.4111,0.3318,37.3965,0.0075,-5.7624,1.1086,-3.7889,0.0803,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\115_jpg.rf.aae26f4efa8c400ce5b64bc8774b706f.jpg
0.3005,0.3739,34.7103,2.415,-6.8218,1.1318,-2.5368,0.0606,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\118_jpg.rf.afeb8b58a4002d12337345b070c8f02d.jpg
0.2538,0.2434,147.8206,1.431,-1.9908,0.8411,-0.3615,0.0497,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\119_jpg.rf.325bfc89decc20c6b94c7449c30fc5b8.jpg
0.3043,0.3253,57.8122,6.6379,1.8361,1.0726,-6.3124,0.056,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\120_jpg.rf.90ea3df012b387aca5cc8cd3cfb0613b.jpg
0.3365,0.2413,52.9921,-2.8682,-4.4945,1.051,2.1543,0.0635,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\14_jpg.rf.8601737c0be2f57c1bd9de2ff0e79baa.jpg
0.3709,0.3023,73.4138,-21.8202,-0.8225,1.0466,1.2801,0.0712,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\15_jpg.rf.980c893a2afe7b9a3ecc61974e311972.jpg
0.318,0.2443,64.2365,2.5459,0.9853,1.1338,0.6031,0.063,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\17_jpg.rf.013ed19eb762fc5fbe9ce75bb3c5e108.jpg
0.3345,0.279,35.6836,1.9298,1.6496,1.2907,0.7985,0.0682,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\18_jpg.rf.99910a08a9a03b55cfa5dcd806b409ae.jpg
0.3411,0.303,41.1867,-4.1781,2.7038,1.0683,0.2524,0.0694,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\21_jpg.rf.9071bba221c3a7e9378b62c651183ff9.jpg
0.3807,0.3146,22.6937,4.5081,1.6266,1.1782,3.7983,0.0768,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\22_jpg.rf.d8a3b18de38dd43cd8089906816aecf7.jpg
0.3555,0.2754,14.7188,35.7922,14.967,1.315,0.8343,0.0526,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\24_jpg.rf.5e76643558312b1d82e7269799aa4f9f.jpg
0.2791,0.3928,68.5709,-1.5755,-2.5716,1.1459,2.7263,0.0506,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\28_jpg.rf.bf8a46a0a3b7134fe13e16fe2fbfe53a.jpg
0.2467,0.2472,-11.8577,-7.5314,-0.3364,1.3069,-0.191,0.0445,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\30_jpg.rf.49d17a4f8557e20a2de1636ec2e8476b.jpg
0.3241,0.2552,53.3769,2.6999,0.0095,1.0892,0.382,0.0647,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\33_jpg.rf.e986f8c31d1e3dfa66dde54db1668062.jpg
0.3588,0.3434,74.1771,-17.4136,-1.2238,1.1636,2.9609,0.0683,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\34_jpg.rf.0cc232d434979f137a0bec5d66fe125d.jpg
0.3831,0.2052,133.9639,-4.5955,1.1166,0.8022,-0.9548,0.077,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\37_jpg.rf.58a67e7485f9269dad72a43bc381c97a.jpg
0.3457,0.3382,94.358,24.6269,-6.119,0.8946,-9.8411,0.0704,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\38_jpg.rf.16c33362825dc0de662a39c8b5472d84.jpg
0.2714,0.2101,6.2946,2.2799,-0.5021,1.3267,0.0,0.0584,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\40_jpg.rf.34392128ba0661d28b0b803f42a45e58.jpg
0.2827,0.3819,11.5919,-1.7039,-8.9204,1.164,-0.8024,0.0558,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\44_jpg.rf.e0ef0ae5adcef8982b1a96991169e03b.jpg
0.3087,0.3143,57.4913,4.4092,0.7479,1.002,-0.1731,0.0644,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\45_jpg.rf.f57e4b2614e3012989a269f95a91f089.jpg
0.1965,0.278,47.9409,-1.2429,3.2813,1.1809,3.0128,0.0348,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\46_jpg.rf.a74391375488a12efc0aad39ca961ec0.jpg
0.2558,0.3684,-32.2957,-3.8613,5.8781,1.3409,0.4982,0.0516,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\51_jpg.rf.0a4b73323dbaac38aedf6fcf02694359.jpg
0.3101,0.246,50.2901,13.4233,7.6459,1.0947,2.7639,0.0604,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\59_jpg.rf.3f37da9c9702855f40fb6decdad8281c.jpg
0.3105,0.2961,17.9294,6.9802,-1.2247,1.0533,-4.5093,0.0579,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\61_jpg.rf.b144ec957cd7a57b8d8c95deb751e61b.jpg
0.329,0.2471,11.4375,-1.7299,-11.3667,1.0066,-6.2513,0.0621,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\64_jpg.rf.d94d30c5759cca02318f1d59deb9f8da.jpg
0.3431,0.3206,26.3182,3.7153,-2.6276,0.97,3.9576,0.0704,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\66_jpg.rf.47826447c7bcadca9b5f14db7aefecc9.jpg
0.3439,0.2454,44.6133,-10.3708,-3.4878,1.0838,0.4584,0.0615,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\69_jpg.rf.965599b4be98f28558fe2644b039811a.jpg
0.3158,0.2053,14.0505,-20.5026,4.8577,1.2551,-1.117,0.061,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\70_jpg.rf.d15ca049cb8e3bf3d552c8640acdda1a.jpg
0.3306,0.3167,28.1082,-0.6823,4.1594,1.069,-1.5482,0.0645,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\73_jpg.rf.72aee43d21f4530f640be77899f4756b.jpg
0.355,0.2293,44.5623,5.9673,-1.3604,0.9253,0.3331,0.0703,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\74_jpg.rf.8b7858b70f21e836f4efcc451a703543.jpg
0.3567,0.3369,118.7519,23.2798,-5.4031,0.9022,0.0,0.0695,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\75_jpg.rf.e99e5d4ab61098874755acca11e4d1fb.jpg
0.3467,0.2962,80.3702,-0.744,-0.8438,0.9312,-0.9331,0.0757,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\77_jpg.rf.e783ed92c877cb6bfa5744aa5c56fd1e.jpg
0.2964,0.2182,21.4204,4.1202,10.113,1.159,-0.3228,0.0546,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\78_jpg.rf.24dd1cba79150056cf7ad015369081c4.jpg
0.3433,0.3196,54.1084,10.2115,1.0245,1.1412,0.0,0.0666,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\79_jpg.rf.108aa6a5a555cbbe318d65ca40026536.jpg
0.2327,0.2912,59.7019,3.8797,-2.0548,1.0815,2.0237,0.0436,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\82_jpg.rf.9500cf71418ed61dae7931dfe32efbf3.jpg
0.3555,0.1455,-3.2501,12.2041,-2.0244,1.1761,-2.3859,0.0684,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\84_jpg.rf.c3e2981dbfbdf1bcbeb73d75c31d9fa2.jpg
0.295,0.3461,132.0597,-0.2246,-0.2108,1.0538,2.4896,0.0575,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\87_jpg.rf.626dfac924f259ac384fc277adc04609.jpg
0.2853,0.3177,38.1108,17.192,9.7224,1.1206,-0.8917,0.0567,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\88_jpg.rf.9eb367869fb93515653d77a1f87b7e42.jpg
0.3018,0.3367,16.4588,-3.4804,-15.6728,0.7756,-6.151,0.0551,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\89_jpg.rf.a48a5b08481a02e2f8213832362470ab.jpg
0.3364,0.2256,53.0046,18.6477,4.9616,0.9514,2.8726,0.0677,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\92_jpg.rf.9b5e307e063cf238463b900aa5ab0fbf.jpg
0.326,0.4819,33.6449,-9.1715,-2.6479,1.0601,1.5534,0.0659,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\96_jpg.rf.cbd0a35cd8d7fbb22ac510f037aecf75.jpg
0.2327,0.2994,27.0408,6.4654,-0.7262,1.13,0.6348,0.0442,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\98_jpg.rf.2276748f34b64f27135100a7df9caaaa.jpg
0.36,0.3939,53.6678,0.9274,-2.4862,0.998,3.2441,0.0752,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\99_jpg.rf.55bf6ed84e3eb8ae8f6b7305363a326a.jpg
0.3076,0.3311,95.4112,-0.186,-1.6786,0.7953,1.2293,0.0602,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_002_jpg.rf.bf114c706e6d875f58d32abcf11ea856.jpg
0.2944,0.3293,91.8687,-0.4198,-2.1266,0.7742,0.2449,0.0584,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_003_jpg.rf.0a71075c8f01954f74aa2bbda7d5be70.jpg
0.2959,0.3011,106.5884,0.1201,-1.9453,0.7938,1.7135,0.0582,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_004_jpg.rf.e92561ae223568f72ef8fae8d067c3ca.jpg
0.2917,0.3048,109.2275,0.0234,-2.1193,0.7864,1.7208,0.0575,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_005_jpg.rf.fc16446da51ed1c7a98b73c38c91c845.jpg
0.2972,0.3373,105.9507,-0.6788,-1.9759,0.787,0.9835,0.0583,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_006_jpg.rf.216936a3628de0dd06fdc36a3bbbc22d.jpg
0.2945,0.331,98.752,0.1483,-1.817,0.7942,0.992,0.0577,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_007_jpg.rf.35df493542b28520161ae2ddfbfb55bb.jpg
0.305,0.3148,105.3571,-0.3634,-1.8999,0.7932,1.4879,0.0606,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_008_jpg.rf.cb4270205e720a36dc7ca79cde3ddc60.jpg
0.2851,0.3289,105.3777,0.3554,-1.9562,0.7888,1.7282,0.0569,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_009_jpg.rf.5133bf6492bb42cc8872ad7e85509984.jpg
0.3004,0.3356,99.102,-0.0329,-1.6454,0.7955,1.9749,0.0602,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_011_jpg.rf.693c9ced7f26e98e1e489a3d78f18b42.jpg
0.2883,0.3026,92.9881,0.0517,-1.7879,0.7668,2.0273,0.0574,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_012_jpg.rf.3f8aaa093c88a453b421624dab9bda94.jpg
0.2878,0.326,89.3248,-0.6782,-1.6415,0.7924,1.2293,0.0569,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_013_jpg.rf.c9e31f7c4c92d89f4faf531d2fd332af.jpg
0.2762,0.3397,86.0352,0.9284,-1.7384,0.771,-0.5026,0.0536,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_015_jpg.rf.8a3db813a9d5d0bdcf1c19fccd875f50.jpg
0.2641,0.3315,78.9659,-6.0387,-1.5839,0.7956,3.1934,0.052,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_020_jpg.rf.42096ee45e30be9029dbe5f123ba4aad.jpg
0.2515,0.3352,94.8647,-12.9478,-1.3533,0.7805,2.9108,0.0481,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_021_jpg.rf.3df8fc3e33bde67f1615f11c6bf6fe04.jpg
0.2899,0.39,68.2347,-31.609,1.7382,0.6839,7.2803,0.0517,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_024_jpg.rf.dc2b70f70858e08ceeb25d7551c9ac17.jpg
0.3144,0.3726,63.0373,-33.5083,1.8443,0.7245,7.2487,0.0555,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_025_jpg.rf.9ef7d85c0174fd928bb2354dc7030437.jpg
0.3385,0.3679,64.3528,-35.2653,1.972,0.6609,7.0937,0.0588,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_026_jpg.rf.e1de0e0206d70d069a2ae140c0506b99.jpg
0.3151,0.4438,76.8775,-35.5941,2.4009,0.6528,5.1022,0.0551,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_029_jpg.rf.7bb321a99340d49962d955bc16898911.jpg
0.3269,0.4246,77.5279,-35.0817,2.2498,0.6414,6.5056,0.0569,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_030_jpg.rf.e400dcc8665acdb47fa745cbb17ad7a6.jpg
0.3311,0.4078,75.2191,-34.6161,2.1922,0.7172,4.7021,0.0591,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_031_jpg.rf.5af5ca8b62b7ec43c3e80c346eb8512f.jpg
0.315,0.4085,69.7268,-33.2199,1.5914,0.6605,5.5356,0.058,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_033_jpg.rf.9ff2c3c298cbc484dc711cfe5be301c8.jpg
0.3246,0.4066,62.7646,-30.0042,2.0285,0.7389,2.4681,0.0602,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_036_jpg.rf.7408353633f698af72c73e3ef552ff30.jpg
0.3259,0.3863,69.6828,-28.3151,2.3579,0.7109,5.2624,0.0602,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_037_jpg.rf.fbc6a3148525caf0a307ca891cf98559.jpg
0.3222,0.387,84.8519,-28.8733,1.9912,0.6907,4.9697,0.0599,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_038_jpg.rf.b9aea56e6f20408242d5492151044603.jpg
0.3193,0.3911,74.5628,-26.4726,2.3847,0.6853,3.2633,0.0601,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_039_jpg.rf.9d443952cccf3ddb096e18502b8836fa.jpg
0.3171,0.4625,80.0425,-25.3184,2.1546,0.6777,7.1566,0.0614,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_040_jpg.rf.728cf67f75eefe1558d6d5ce7747c671.jpg
0.3272,0.402,73.8336,-24.8078,1.9214,0.6952,5.2624,0.0634,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_041_jpg.rf.c802d2cace24eea80a11a3fb583d04f5.jpg
0.324,0.4592,80.8644,-23.9593,2.4832,0.7034,3.5138,0.0629,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_042_jpg.rf.61688e56b7755f96daa6e3e49a324e35.jpg
0.3149,0.3966,72.3704,-24.9825,2.2582,0.6836,4.4556,0.0608,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_043_jpg.rf.f618270c8a7e53e9fbbb217d87a02a99.jpg
0.2504,0.3552,78.7098,-18.1797,0.0476,0.7503,4.9061,0.0477,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_047_jpg.rf.b5f520845a5581e875222eb8bda7b15d.jpg
0.2573,0.3233,85.4701,-10.9284,-0.8064,0.7513,2.1747,0.0503,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_048_jpg.rf.bcb4319938954d9112bb071107d7ebc2.jpg
0.2543,0.3407,98.7829,-8.814,-1.0692,0.7428,2.2026,0.0501,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_049_jpg.rf.aae57bac8e5781ab67c7ac3b3f50b770.jpg
0.2855,0.3545,102.5515,-2.2405,-1.5627,0.7612,1.2189,0.0576,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_050_jpg.rf.d7c25df0b76e2b5ad1c4c4db7e708930.jpg
0.3017,0.3392,105.4743,0.3572,-1.6621,0.7162,-0.4982,0.0588,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_052_jpg.rf.7b8faef3806ebff80bd9295b68581b50.jpg
0.3103,0.3343,76.2825,20.9487,-3.2319,0.7395,-0.2513,0.0579,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_056_jpg.rf.e84d85adb618b6656675df546891d470.jpg
0.3173,0.3187,70.6073,22.5779,-3.4254,0.7691,-0.5026,0.0595,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_057_jpg.rf.a68d48e6f6708bf6a4c87fea89d49ea4.jpg
0.3047,0.3368,69.881,22.7365,-2.5203,0.7397,-0.5026,0.0566,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_059_jpg.rf.3787304277366668ed5786d3c721fba4.jpg
0.3079,0.3498,74.4042,22.8368,-1.6279,0.7446,-1.2674,0.0576,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_062_jpg.rf.897bc2367aaf62793cc11c278bc9a8f7.jpg
0.2911,0.3825,104.2485,-12.6841,0.2182,0.7255,2.7381,0.0575,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_112_jpg.rf.8e0ec946e39b08f276a6c956b23a6f7c.jpg
0.3157,0.4098,78.0723,-22.439,1.5341,0.6588,5.7604,0.0602,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_114_jpg.rf.aeadebcf498eb2c87505a917469c72b5.jpg
0.3125,0.4106,74.8843,-24.6957,1.5896,0.6715,6.5627,0.0606,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_115_jpg.rf.1a538bf57f4281558d4d4108e47aa645.jpg
0.3122,0.402,90.7988,-24.4827,2.9031,0.6916,3.764,0.0599,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_116_jpg.rf.4e85ffd3e360873b3a7ed72481d0d002.jpg
0.3042,0.4223,81.4937,-24.5724,2.7343,0.6475,4.8056,0.058,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_118_jpg.rf.21a670f6b5f28aff95a35198f5c9cd03.jpg
0.3146,0.3817,83.1711,-23.2104,2.7512,0.67,4.514,0.0608,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_119_jpg.rf.618bfb34bf7b8329babe16d168f17859.jpg
0.3278,0.429,84.7552,-24.3632,2.6853,0.6757,4.209,0.0623,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_120_jpg.rf.e327d3269ac349ec6ca17d733f4042c7.jpg
0.317,0.394,86.7136,-22.4647,2.9521,0.6937,5.811,0.0599,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_121_jpg.rf.d02a7800010a2c57c022c6bb89635784.jpg
0.3029,0.421,88.1994,-17.4757,3.5542,0.697,5.1944,0.0604,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_122_jpg.rf.d87113f49582eeb042acfa965014219d.jpg
0.29,0.3814,88.4033,-17.9834,3.3124,0.7156,5.881,0.0578,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_124_jpg.rf.ac48cec65d22c95e1c1ef2049a286ae8.jpg
0.3121,0.4823,93.8602,-16.8463,3.2548,0.6828,5.1944,0.0612,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_125_jpg.rf.4bf03500fae643027f78f98f238ec8a8.jpg
0.2999,0.4449,78.7587,-17.1799,3.305,0.6564,6.3944,0.0588,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_126_jpg.rf.3cb8bbdf737882d78762fdbd3ee52d16.jpg
0.2927,0.4494,93.419,-16.4122,2.3948,0.6637,5.0351,0.0575,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_127_jpg.rf.e02fd3b73c3df0e36fbdc42bbbcdc4cb.jpg
0.2748,0.4297,113.4264,-10.8646,1.3763,0.6472,4.2829,0.0548,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Awake\DrowsyDetection1_129_jpg.rf.8fad0fb65229607d41edeede525b5515.jpg
